subject,rhythm,tone,freq,isMeterRel,amp_eeg,amp_coch
10,unsync,low,25.417,0,-0.000802367168944329,1.18696074323978
11,unsync,low,25.417,0,-0.000389085354981944,1.18696074323978
12,unsync,low,25.417,0,0.00266773253679276,1.18696074323978
13,unsync,low,25.417,0,-0.00174010766204447,1.18696074323978
14,unsync,low,25.417,0,0.0017706947401166,1.18696074323978
1,unsync,low,25.833,0,0.00177895952947438,1.16695026241358
2,unsync,low,25.833,0,-0.00036378312506713,1.16695026241358
3,unsync,low,25.833,0,-0.000150621155626141,1.16695026241358
4,unsync,low,25.833,0,0.001491843839176,1.16695026241358
5,unsync,low,25.833,0,-0.00212079589255154,1.16695026241358
6,unsync,low,25.833,0,0.00582254817709327,1.16695026241358
7,unsync,low,25.833,0,0.000820979825221002,1.16695026241358
8,unsync,low,25.833,0,0.00503674568608403,1.16695026241358
9,unsync,low,25.833,0,-0.00235178996808827,1.16695026241358
10,unsync,low,25.833,0,-5.24954411957879e-05,1.16695026241358
11,unsync,low,25.833,0,-0.00604803720489144,1.16695026241358
12,unsync,low,25.833,0,-0.0155053669586778,1.16695026241358
13,unsync,low,25.833,0,0.00229430757462978,1.16695026241358
14,unsync,low,25.833,0,0.00143293512519449,1.16695026241358
1,unsync,low,26.25,0,0.00640000030398369,3.14705636811016
2,unsync,low,26.25,0,0.00342573900707066,3.14705636811016
3,unsync,low,26.25,0,0.00368807045742869,3.14705636811016
4,unsync,low,26.25,0,-0.00443591549992561,3.14705636811016
5,unsync,low,26.25,0,-0.00273454352281988,3.14705636811016
6,unsync,low,26.25,0,0.00476066302508116,3.14705636811016
7,unsync,low,26.25,0,0.00465448340401053,3.14705636811016
8,unsync,low,26.25,0,0.00343999662436545,3.14705636811016
9,unsync,low,26.25,0,-0.000813860388007015,3.14705636811016
10,unsync,low,26.25,0,0.000314973876811564,3.14705636811016
11,unsync,low,26.25,0,-0.00197508581914008,3.14705636811016
12,unsync,low,26.25,0,0.0077959094196558,3.14705636811016
13,unsync,low,26.25,0,-0.000631305214483291,3.14705636811016
14,unsync,low,26.25,0,0.000209608100703917,3.14705636811016
1,unsync,low,26.667,0,0.00132255256175995,1.12209646258667
2,unsync,low,26.667,0,0.0061831003986299,1.12209646258667
3,unsync,low,26.667,0,0.00399316381663084,1.12209646258667
4,unsync,low,26.667,0,0.00273338798433542,1.12209646258667
5,unsync,low,26.667,0,0.00153040897566825,1.12209646258667
6,unsync,low,26.667,0,0.00690747611224651,1.12209646258667
7,unsync,low,26.667,0,0.00250866101123393,1.12209646258667
8,unsync,low,26.667,0,-0.00105547695420682,1.12209646258667
9,unsync,low,26.667,0,-0.00154233607463539,1.12209646258667
10,unsync,low,26.667,0,0.000388361513614655,1.12209646258667
11,unsync,low,26.667,0,-0.00107261014636606,1.12209646258667
12,unsync,low,26.667,0,0.000512922648340464,1.12209646258667
13,unsync,low,26.667,0,0.00113021791912615,1.12209646258667
14,unsync,low,26.667,0,-0.000230787394684739,1.12209646258667
1,unsync,low,27.083,0,0.00019213963241782,1.10565152629628
2,unsync,low,27.083,0,0.000133912195451558,1.10565152629628
3,unsync,low,27.083,0,-0.0039367126300931,1.10565152629628
4,unsync,low,27.083,0,-0.00207657879218459,1.10565152629628
5,unsync,low,27.083,0,-0.00324792275205255,1.10565152629628
6,unsync,low,27.083,0,0.00694952253252268,1.10565152629628
7,unsync,low,27.083,0,0.000186006567673758,1.10565152629628
8,unsync,low,27.083,0,0.00383536797016859,1.10565152629628
9,unsync,low,27.083,0,-0.00109758914913982,1.10565152629628
10,unsync,low,27.083,0,-0.000659152748994529,1.10565152629628
11,unsync,low,27.083,0,0.00302634434774518,1.10565152629628
12,unsync,low,27.083,0,0.00367890205234289,1.10565152629628
13,unsync,low,27.083,0,-0.00100810616277158,1.10565152629628
14,unsync,low,27.083,0,0.00246023014187813,1.10565152629628
1,unsync,low,27.5,0,0.00124776037409902,2.7221695731439
2,unsync,low,27.5,0,-0.00116813066415489,2.7221695731439
3,unsync,low,27.5,0,0.00160417635925114,2.7221695731439
4,unsync,low,27.5,0,-0.00289131514728069,2.7221695731439
5,unsync,low,27.5,0,0.000175114837475121,2.7221695731439
6,unsync,low,27.5,0,-0.00135803024750203,2.7221695731439
7,unsync,low,27.5,0,0.00193623674567789,2.7221695731439
8,unsync,low,27.5,0,0.00112229108344764,2.7221695731439
9,unsync,low,27.5,0,-0.00215215468779206,2.7221695731439
10,unsync,low,27.5,0,0.00196029106155038,2.7221695731439
11,unsync,low,27.5,0,0.00229407614096999,2.7221695731439
12,unsync,low,27.5,0,0.00720794685184956,2.7221695731439
13,unsync,low,27.5,0,-0.00089256017236039,2.7221695731439
14,unsync,low,27.5,0,0.00212615798227489,2.7221695731439
1,unsync,low,27.917,0,0.000921862607356161,1.16231435674137
2,unsync,low,27.917,0,0.000725986436009407,1.16231435674137
3,unsync,low,27.917,0,0.00017040193779394,1.16231435674137
4,unsync,low,27.917,0,-0.00139234587550163,1.16231435674137
5,unsync,low,27.917,0,0.00134817534126341,1.16231435674137
6,unsync,low,27.917,0,0.000150509018567391,1.16231435674137
7,unsync,low,27.917,0,0.00297003635205328,1.16231435674137
8,unsync,low,27.917,0,-0.000132343557197601,1.16231435674137
9,unsync,low,27.917,0,0.00188368139788508,1.16231435674137
10,unsync,low,27.917,0,-0.000365013547707349,1.16231435674137
11,unsync,low,27.917,0,-0.00136653543449938,1.16231435674137
12,unsync,low,27.917,0,6.03604757998255e-06,1.16231435674137
13,unsync,low,27.917,0,0.000304347136989236,1.16231435674137
14,unsync,low,27.917,0,0.00227282219566405,1.16231435674137
1,unsync,low,28.333,0,-0.000874246179591864,1.20819805611985
2,unsync,low,28.333,0,-0.00133113493211567,1.20819805611985
3,unsync,low,28.333,0,-0.00169017596635967,1.20819805611985
4,unsync,low,28.333,0,0.00104379013646394,1.20819805611985
5,unsync,low,28.333,0,0.000851831631734967,1.20819805611985
6,unsync,low,28.333,0,-0.0073285298421979,1.20819805611985
7,unsync,low,28.333,0,0.00026388032711111,1.20819805611985
8,unsync,low,28.333,0,0.00708130514249206,1.20819805611985
9,unsync,low,28.333,0,-0.000849984004162252,1.20819805611985
10,unsync,low,28.333,0,-0.000798682682216167,1.20819805611985
11,unsync,low,28.333,0,-0.00323509844020009,1.20819805611985
12,unsync,low,28.333,0,-0.00270851817913353,1.20819805611985
13,unsync,low,28.333,0,-0.00139048404525965,1.20819805611985
14,unsync,low,28.333,0,0.00101132423151284,1.20819805611985
1,unsync,low,28.75,0,-0.000292313110549003,3.94586900215202
2,unsync,low,28.75,0,0.00235642259940505,3.94586900215202
3,unsync,low,28.75,0,0.0020123366266489,3.94586900215202
4,unsync,low,28.75,0,-0.00123072764836252,3.94586900215202
5,unsync,low,28.75,0,-0.000784057134296745,3.94586900215202
6,unsync,low,28.75,0,-0.000966604857239872,3.94586900215202
7,unsync,low,28.75,0,-0.00121084658894688,3.94586900215202
8,unsync,low,28.75,0,0.00357613572850823,3.94586900215202
9,unsync,low,28.75,0,-0.00356715172529221,3.94586900215202
10,unsync,low,28.75,0,-0.000954587187152356,3.94586900215202
11,unsync,low,28.75,0,-0.00319016817957163,3.94586900215202
12,unsync,low,28.75,0,0.00428717117756605,3.94586900215202
13,unsync,low,28.75,0,0.000178179077920504,3.94586900215202
14,unsync,low,28.75,0,0.000681856414303184,3.94586900215202
1,unsync,low,29.167,0,0.00313820433802903,1.2205133836869
2,unsync,low,29.167,0,-0.00075875868787989,1.2205133836869
3,unsync,low,29.167,0,0.00202532694675028,1.2205133836869
4,unsync,low,29.167,0,0.00675802491605282,1.2205133836869
5,unsync,low,29.167,0,0.000955415482167155,1.2205133836869
6,unsync,low,29.167,0,-0.00794429425150156,1.2205133836869
7,unsync,low,29.167,0,0.00420342106372118,1.2205133836869
8,unsync,low,29.167,0,-0.00123037688899785,1.2205133836869
9,unsync,low,29.167,0,-0.00263937353156507,1.2205133836869
10,unsync,low,29.167,0,-0.00156485917977989,1.2205133836869
11,unsync,low,29.167,0,0.00237711449153721,1.2205133836869
12,unsync,low,29.167,0,-0.00318746804259717,1.2205133836869
13,unsync,low,29.167,0,0.00218019005842507,1.2205133836869
14,unsync,low,29.167,0,0.00199796701781452,1.2205133836869
1,unsync,low,29.583,0,-0.00108590314630419,1.1781219382281
2,unsync,low,29.583,0,-0.00143216422293335,1.1781219382281
3,unsync,low,29.583,0,-0.00239117327146232,1.1781219382281
4,unsync,low,29.583,0,0.000338148354785517,1.1781219382281
5,unsync,low,29.583,0,0.00185416673775762,1.1781219382281
6,unsync,low,29.583,0,-0.00314490706659853,1.1781219382281
7,unsync,low,29.583,0,0.00378432217985392,1.1781219382281
8,unsync,low,29.583,0,0.000124282712931745,1.1781219382281
9,unsync,low,29.583,0,0.00280332518741488,1.1781219382281
10,unsync,low,29.583,0,0.00234502810053527,1.1781219382281
11,unsync,low,29.583,0,0.00135836564004421,1.1781219382281
12,unsync,low,29.583,0,-0.00310267345048487,1.1781219382281
13,unsync,low,29.583,0,0.0024345840793103,1.1781219382281
14,unsync,low,29.583,0,-0.000341595557983965,1.1781219382281
1,unsync,low,30,0,0.00616987654939294,8.49392051193992
2,unsync,low,30,0,0.00138181739021093,8.49392051193992
3,unsync,low,30,0,0.000627687782980502,8.49392051193992
4,unsync,low,30,0,-0.000931401795241982,8.49392051193992
5,unsync,low,30,0,0.000505156291183084,8.49392051193992
6,unsync,low,30,0,-0.00555039709433913,8.49392051193992
7,unsync,low,30,0,0.00321207428351045,8.49392051193992
8,unsync,low,30,0,0.0109232012182474,8.49392051193992
9,unsync,low,30,0,0.00138622138183564,8.49392051193992
10,unsync,low,30,0,0.00312409806065261,8.49392051193992
11,unsync,low,30,0,0.00463271513581276,8.49392051193992
12,unsync,low,30,0,0.00472805043682456,8.49392051193992
13,unsync,low,30,0,-0.000926544249523431,8.49392051193992
14,unsync,low,30,0,0.00156751088798046,8.49392051193992
1,unsync,high,0.417,0,0.038481529802084,10.1843687604524
2,unsync,high,0.417,0,-0.00128747220151126,10.1843687604524
3,unsync,high,0.417,0,0.00175756623502821,10.1843687604524
4,unsync,high,0.417,0,0.113537549972534,10.1843687604524
5,unsync,high,0.417,0,0.0305854883044958,10.1843687604524
6,unsync,high,0.417,0,0.0985594168305397,10.1843687604524
7,unsync,high,0.417,0,0.0104126334190369,10.1843687604524
8,unsync,high,0.417,0,0.0937875583767891,10.1843687604524
9,unsync,high,0.417,0,0.0648040398955345,10.1843687604524
10,unsync,high,0.417,0,0.105410791933537,10.1843687604524
11,unsync,high,0.417,0,0.0484309308230877,10.1843687604524
12,unsync,high,0.417,0,-0.000833791738841683,10.1843687604524
13,unsync,high,0.417,0,0.160049140453339,10.1843687604524
14,unsync,high,0.417,0,0.10215251147747,10.1843687604524
1,unsync,high,0.833,1,0.0600873306393623,11.80471626552
2,unsync,high,0.833,1,-0.00647069979459047,11.80471626552
3,unsync,high,0.833,1,0.0309955086559057,11.80471626552
4,unsync,high,0.833,1,0.163857474923134,11.80471626552
5,unsync,high,0.833,1,0.0202970206737518,11.80471626552
6,unsync,high,0.833,1,-0.00760325230658054,11.80471626552
7,unsync,high,0.833,1,-0.0121208680793643,11.80471626552
8,unsync,high,0.833,1,0.0335355326533318,11.80471626552
9,unsync,high,0.833,1,0.0904141888022423,11.80471626552
10,unsync,high,0.833,1,0.00549653870984912,11.80471626552
11,unsync,high,0.833,1,0.0777290463447571,11.80471626552
12,unsync,high,0.833,1,-0.00290339812636375,11.80471626552
13,unsync,high,0.833,1,0.0474232137203217,11.80471626552
14,unsync,high,0.833,1,0.0901743918657303,11.80471626552
1,unsync,high,1.25,0,0.125468164682388,41.0952795363103
2,unsync,high,1.25,0,0.14913846552372,41.0952795363103
3,unsync,high,1.25,0,0.0164597816765308,41.0952795363103
4,unsync,high,1.25,0,0.456855446100235,41.0952795363103
5,unsync,high,1.25,0,0.178007617592812,41.0952795363103
6,unsync,high,1.25,0,0.0596223771572113,41.0952795363103
7,unsync,high,1.25,0,0.0662055239081383,41.0952795363103
8,unsync,high,1.25,0,0.114353984594345,41.0952795363103
9,unsync,high,1.25,0,0.0703735202550888,41.0952795363103
10,unsync,high,1.25,0,0.110515289008617,41.0952795363103
11,unsync,high,1.25,0,0.0556197017431259,41.0952795363103
12,unsync,high,1.25,0,0.167061075568199,41.0952795363103
13,unsync,high,1.25,0,0.0520373806357384,41.0952795363103
14,unsync,high,1.25,0,0.0557798258960247,41.0952795363103
1,unsync,high,1.667,0,-0.0052203917875886,13.4415004307188
2,unsync,high,1.667,0,-0.0125706866383553,13.4415004307188
3,unsync,high,1.667,0,-0.0173496138304472,13.4415004307188
4,unsync,high,1.667,0,0.0251471735537052,13.4415004307188
5,unsync,high,1.667,0,-0.0196022726595402,13.4415004307188
6,unsync,high,1.667,0,-0.0183829311281443,13.4415004307188
7,unsync,high,1.667,0,-0.018001813441515,13.4415004307188
8,unsync,high,1.667,0,0.0725514367222786,13.4415004307188
9,unsync,high,1.667,0,-0.0158041194081306,13.4415004307188
10,unsync,high,1.667,0,-0.0105844652280211,13.4415004307188
11,unsync,high,1.667,0,0.00513453409075737,13.4415004307188
12,unsync,high,1.667,0,0.00956427864730358,13.4415004307188
13,unsync,high,1.667,0,-0.000743900774978101,13.4415004307188
14,unsync,high,1.667,0,0.0505143217742443,13.4415004307188
1,unsync,high,2.083,1,0.0210866797715425,13.0605324111867
2,unsync,high,2.083,1,0.00637464644387364,13.0605324111867
3,unsync,high,2.083,1,-0.0130400042980909,13.0605324111867
4,unsync,high,2.083,1,0.0129151754081249,13.0605324111867
5,unsync,high,2.083,1,0.00663082394748926,13.0605324111867
6,unsync,high,2.083,1,-0.00275019346736372,13.0605324111867
7,unsync,high,2.083,1,-0.0132621377706528,13.0605324111867
8,unsync,high,2.083,1,0.049573078751564,13.0605324111867
9,unsync,high,2.083,1,0.00266866176389158,13.0605324111867
10,unsync,high,2.083,1,0.00789856631308794,13.0605324111867
11,unsync,high,2.083,1,0.0209140665829182,13.0605324111867
12,unsync,high,2.083,1,0.0139836519956589,13.0605324111867
13,unsync,high,2.083,1,0.00284998724237084,13.0605324111867
14,unsync,high,2.083,1,0.0191273745149374,13.0605324111867
1,unsync,high,2.5,0,0.00789373647421598,27.04782461923
2,unsync,high,2.5,0,0.0757646039128304,27.04782461923
3,unsync,high,2.5,0,0.0420799665153027,27.04782461923
4,unsync,high,2.5,0,0.0716537237167358,27.04782461923
5,unsync,high,2.5,0,0.0183272901922464,27.04782461923
6,unsync,high,2.5,0,-0.0021703268866986,27.04782461923
7,unsync,high,2.5,0,0.0661186128854752,27.04782461923
8,unsync,high,2.5,0,0.0279414877295494,27.04782461923
9,unsync,high,2.5,0,0.0281082168221474,27.04782461923
10,unsync,high,2.5,0,0.00778092816472054,27.04782461923
11,unsync,high,2.5,0,-0.00726509233936667,27.04782461923
12,unsync,high,2.5,0,0.0632534697651863,27.04782461923
13,unsync,high,2.5,0,0.0357319600880146,27.04782461923
14,unsync,high,2.5,0,0.0431175269186497,27.04782461923
1,unsync,high,2.917,0,0.0114318784326315,10.9215966330731
2,unsync,high,2.917,0,0.00851484388113022,10.9215966330731
3,unsync,high,2.917,0,-0.0113272331655025,10.9215966330731
4,unsync,high,2.917,0,0.0806169807910919,10.9215966330731
5,unsync,high,2.917,0,0.0346768870949745,10.9215966330731
6,unsync,high,2.917,0,-0.0105311442166567,10.9215966330731
7,unsync,high,2.917,0,0.00912585202604532,10.9215966330731
8,unsync,high,2.917,0,0.0203308425843716,10.9215966330731
9,unsync,high,2.917,0,0.0307121071964502,10.9215966330731
10,unsync,high,2.917,0,0.0213697254657745,10.9215966330731
11,unsync,high,2.917,0,0.000478552567074075,10.9215966330731
12,unsync,high,2.917,0,-0.00731278350576758,10.9215966330731
13,unsync,high,2.917,0,0.0187400579452515,10.9215966330731
14,unsync,high,2.917,0,-0.0034045516513288,10.9215966330731
1,unsync,high,3.333,1,-0.00143852957990021,9.53004101831056
2,unsync,high,3.333,1,0.00204574759118259,9.53004101831056
3,unsync,high,3.333,1,0.0107491984963417,9.53004101831056
4,unsync,high,3.333,1,-0.0030570097733289,9.53004101831056
5,unsync,high,3.333,1,0.0271889753639698,9.53004101831056
6,unsync,high,3.333,1,0.00466156518086791,9.53004101831056
7,unsync,high,3.333,1,0.000810876255854964,9.53004101831056
8,unsync,high,3.333,1,0.00847724080085754,9.53004101831056
9,unsync,high,3.333,1,-0.00199193158186972,9.53004101831056
10,unsync,high,3.333,1,0.00332010257989168,9.53004101831056
11,unsync,high,3.333,1,0.00949730724096298,9.53004101831056
12,unsync,high,3.333,1,0.0150371184572577,9.53004101831056
13,unsync,high,3.333,1,0.0286516062915325,9.53004101831056
14,unsync,high,3.333,1,0.0410916805267334,9.53004101831056
1,unsync,high,3.75,0,0.0879328921437263,27.9641321395471
2,unsync,high,3.75,0,0.0416637659072876,27.9641321395471
3,unsync,high,3.75,0,0.0816111862659454,27.9641321395471
4,unsync,high,3.75,0,0.0396503508090973,27.9641321395471
5,unsync,high,3.75,0,0.0596346259117126,27.9641321395471
6,unsync,high,3.75,0,0.0569626428186893,27.9641321395471
7,unsync,high,3.75,0,0.0517204143106937,27.9641321395471
8,unsync,high,3.75,0,0.0636230856180191,27.9641321395471
9,unsync,high,3.75,0,0.100081324577332,27.9641321395471
10,unsync,high,3.75,0,0.0409404039382935,27.9641321395471
11,unsync,high,3.75,0,-0.00115915306378156,27.9641321395471
12,unsync,high,3.75,0,0.0506683476269245,27.9641321395471
13,unsync,high,3.75,0,0.0412775129079819,27.9641321395471
14,unsync,high,3.75,0,0.0667292326688766,27.9641321395471
1,unsync,high,4.167,0,-0.00450762454420328,6.39397276872142
2,unsync,high,4.167,0,0.00145063828676939,6.39397276872142
3,unsync,high,4.167,0,0.0110771739855409,6.39397276872142
4,unsync,high,4.167,0,-0.00691678654402494,6.39397276872142
5,unsync,high,4.167,0,-0.00349814887158573,6.39397276872142
6,unsync,high,4.167,0,0.0465054400265217,6.39397276872142
7,unsync,high,4.167,0,0.0110655538737774,6.39397276872142
8,unsync,high,4.167,0,0.0243866983801126,6.39397276872142
9,unsync,high,4.167,0,0.0194708779454231,6.39397276872142
10,unsync,high,4.167,0,0.00799049716442823,6.39397276872142
11,unsync,high,4.167,0,-0.00654569501057267,6.39397276872142
12,unsync,high,4.167,0,0.0177449509501457,6.39397276872142
13,unsync,high,4.167,0,0.00189682596828789,6.39397276872142
14,unsync,high,4.167,0,0.0158169604837894,6.39397276872142
1,unsync,high,4.583,1,-0.000672262453008443,4.70277943173457
2,unsync,high,4.583,1,0.00405231770128012,4.70277943173457
3,unsync,high,4.583,1,0.0135764060541987,4.70277943173457
4,unsync,high,4.583,1,-0.00486053945496678,4.70277943173457
5,unsync,high,4.583,1,-0.000397404568502679,4.70277943173457
6,unsync,high,4.583,1,-0.00284341163933277,4.70277943173457
7,unsync,high,4.583,1,0.00472461013123393,4.70277943173457
8,unsync,high,4.583,1,1.27454259200022e-05,4.70277943173457
9,unsync,high,4.583,1,0.00395504757761955,4.70277943173457
10,unsync,high,4.583,1,0.00556741701439023,4.70277943173457
11,unsync,high,4.583,1,0.0094805033877492,4.70277943173457
12,unsync,high,4.583,1,0.0218360368162394,4.70277943173457
13,unsync,high,4.583,1,0.0036566499620676,4.70277943173457
14,unsync,high,4.583,1,0.0253398101776838,4.70277943173457
1,unsync,high,5,0,0.105318278074265,23.9787080404653
2,unsync,high,5,0,0.103850364685059,23.9787080404653
3,unsync,high,5,0,0.0828661322593689,23.9787080404653
4,unsync,high,5,0,0.0127162355929613,23.9787080404653
5,unsync,high,5,0,0.0274255406111479,23.9787080404653
6,unsync,high,5,0,0.121199086308479,23.9787080404653
7,unsync,high,5,0,0.0805846527218819,23.9787080404653
8,unsync,high,5,0,0.0579891428351402,23.9787080404653
9,unsync,high,5,0,0.12921629846096,23.9787080404653
10,unsync,high,5,0,0.0637650191783905,23.9787080404653
11,unsync,high,5,0,0.031028600409627,23.9787080404653
12,unsync,high,5,0,0.181051030755043,23.9787080404653
13,unsync,high,5,0,0.0418092124164104,23.9787080404653
14,unsync,high,5,0,0.128554597496986,23.9787080404653
1,unsync,high,5.417,0,0.0144118797034025,1.56717454226311
2,unsync,high,5.417,0,-0.0092207258567214,1.56717454226311
3,unsync,high,5.417,0,0.000487330195028335,1.56717454226311
4,unsync,high,5.417,0,0.0127800926566124,1.56717454226311
5,unsync,high,5.417,0,0.0157785564661026,1.56717454226311
6,unsync,high,5.417,0,0.00976648461073637,1.56717454226311
7,unsync,high,5.417,0,0.00905179046094418,1.56717454226311
8,unsync,high,5.417,0,-0.00266197184100747,1.56717454226311
9,unsync,high,5.417,0,0.0128953699022532,1.56717454226311
10,unsync,high,5.417,0,0.00521030277013779,1.56717454226311
11,unsync,high,5.417,0,0.00426944484934211,1.56717454226311
12,unsync,high,5.417,0,-0.00923931412398815,1.56717454226311
13,unsync,high,5.417,0,0.0187399107962847,1.56717454226311
14,unsync,high,5.417,0,0.00505877565592527,1.56717454226311
1,unsync,high,5.833,0,-0.00458332151174545,1.17473476385491
2,unsync,high,5.833,0,-0.0051327939145267,1.17473476385491
3,unsync,high,5.833,0,-0.00810811948031187,1.17473476385491
4,unsync,high,5.833,0,0.00769839435815811,1.17473476385491
5,unsync,high,5.833,0,-0.00564000848680735,1.17473476385491
6,unsync,high,5.833,0,0.00509429629892111,1.17473476385491
7,unsync,high,5.833,0,-0.00411699060350657,1.17473476385491
8,unsync,high,5.833,0,-0.00136287335772067,1.17473476385491
9,unsync,high,5.833,0,0.00602579722180963,1.17473476385491
10,unsync,high,5.833,0,-0.00175259413663298,1.17473476385491
11,unsync,high,5.833,0,-0.00145485217217356,1.17473476385491
12,unsync,high,5.833,0,0.0035584531724453,1.17473476385491
13,unsync,high,5.833,0,0.00164686259813607,1.17473476385491
14,unsync,high,5.833,0,0.00139208440668881,1.17473476385491
1,unsync,high,6.25,0,0.0337221808731556,6.81229809384005
2,unsync,high,6.25,0,0.0362638160586357,6.81229809384005
3,unsync,high,6.25,0,0.0232462715357542,6.81229809384005
4,unsync,high,6.25,0,0.0176809150725603,6.81229809384005
5,unsync,high,6.25,0,0.0130784641951323,6.81229809384005
6,unsync,high,6.25,0,0.0142522752285004,6.81229809384005
7,unsync,high,6.25,0,0.00901515502482653,6.81229809384005
8,unsync,high,6.25,0,0.00562663935124874,6.81229809384005
9,unsync,high,6.25,0,0.0271342508494854,6.81229809384005
10,unsync,high,6.25,0,0.00841834954917431,6.81229809384005
11,unsync,high,6.25,0,0.0199713259935379,6.81229809384005
12,unsync,high,6.25,0,0.0495151206851006,6.81229809384005
13,unsync,high,6.25,0,0.0275958832353354,6.81229809384005
14,unsync,high,6.25,0,0.0629620179533958,6.81229809384005
1,unsync,high,6.667,0,0.00840671919286251,2.64097048631538
2,unsync,high,6.667,0,0.00823177676647902,2.64097048631538
3,unsync,high,6.667,0,0.00534882256761193,2.64097048631538
4,unsync,high,6.667,0,-0.00481277564540505,2.64097048631538
5,unsync,high,6.667,0,-0.00134605763014406,2.64097048631538
6,unsync,high,6.667,0,0.0208418872207403,2.64097048631538
7,unsync,high,6.667,0,0.0144191384315491,2.64097048631538
8,unsync,high,6.667,0,0.00835855305194855,2.64097048631538
9,unsync,high,6.667,0,0.00454867444932461,2.64097048631538
10,unsync,high,6.667,0,0.00513253035023808,2.64097048631538
11,unsync,high,6.667,0,0.00688723893836141,2.64097048631538
12,unsync,high,6.667,0,0.0159103535115719,2.64097048631538
13,unsync,high,6.667,0,0.00859736558049917,2.64097048631538
14,unsync,high,6.667,0,0.0152258453890681,2.64097048631538
1,unsync,high,7.083,0,0.023462375625968,3.36478929213772
2,unsync,high,7.083,0,0.0146723706275225,3.36478929213772
3,unsync,high,7.083,0,-0.00628755707293749,3.36478929213772
4,unsync,high,7.083,0,0.00248340493999422,3.36478929213772
5,unsync,high,7.083,0,-0.00140758452471346,3.36478929213772
6,unsync,high,7.083,0,0.0117566240951419,3.36478929213772
7,unsync,high,7.083,0,0.00260671321302652,3.36478929213772
8,unsync,high,7.083,0,0.00945428851991892,3.36478929213772
9,unsync,high,7.083,0,0.00590655952692032,3.36478929213772
10,unsync,high,7.083,0,0.000282204651739448,3.36478929213772
11,unsync,high,7.083,0,-0.0165430288761854,3.36478929213772
12,unsync,high,7.083,0,-0.00466290814802051,3.36478929213772
13,unsync,high,7.083,0,0.00227312464267015,3.36478929213772
14,unsync,high,7.083,0,0.00180960318539292,3.36478929213772
1,unsync,high,7.5,0,0.0418048277497292,9.48213146764834
2,unsync,high,7.5,0,0.00647779693827033,9.48213146764834
3,unsync,high,7.5,0,0.0272058416157961,9.48213146764834
4,unsync,high,7.5,0,0.0113308858126402,9.48213146764834
5,unsync,high,7.5,0,0.0127843441441655,9.48213146764834
6,unsync,high,7.5,0,0.035026915371418,9.48213146764834
7,unsync,high,7.5,0,0.0121890604496002,9.48213146764834
8,unsync,high,7.5,0,0.0173876639455557,9.48213146764834
9,unsync,high,7.5,0,0.0390073545277119,9.48213146764834
10,unsync,high,7.5,0,0.0268183071166277,9.48213146764834
11,unsync,high,7.5,0,0.00086931639816612,9.48213146764834
12,unsync,high,7.5,0,-0.00298611377365887,9.48213146764834
13,unsync,high,7.5,0,0.0105732651427388,9.48213146764834
14,unsync,high,7.5,0,0.0286142248660326,9.48213146764834
1,unsync,high,7.917,0,0.0032728121150285,4.25019855466412
2,unsync,high,7.917,0,-0.0109482333064079,4.25019855466412
3,unsync,high,7.917,0,0.0132902348414063,4.25019855466412
4,unsync,high,7.917,0,0.00172417191788554,4.25019855466412
5,unsync,high,7.917,0,0.00390324555337429,4.25019855466412
6,unsync,high,7.917,0,-0.000388615560950711,4.25019855466412
7,unsync,high,7.917,0,-0.00179604301229119,4.25019855466412
8,unsync,high,7.917,0,0.0100827412679791,4.25019855466412
9,unsync,high,7.917,0,0.00793916080147028,4.25019855466412
10,unsync,high,7.917,0,-0.00123431254178286,4.25019855466412
11,unsync,high,7.917,0,0.0047799302265048,4.25019855466412
12,unsync,high,7.917,0,-0.00753112882375717,4.25019855466412
13,unsync,high,7.917,0,0.0164602603763342,4.25019855466412
14,unsync,high,7.917,0,0.00838345289230347,4.25019855466412
1,unsync,high,8.333,0,-0.0101709775626659,4.38126861201503
2,unsync,high,8.333,0,0.0151474652811885,4.38126861201503
3,unsync,high,8.333,0,0.00109325046651065,4.38126861201503
4,unsync,high,8.333,0,-0.00194993882905692,4.38126861201503
5,unsync,high,8.333,0,-0.00176610134076327,4.38126861201503
6,unsync,high,8.333,0,0.058766070753336,4.38126861201503
7,unsync,high,8.333,0,-0.0187856573611498,4.38126861201503
8,unsync,high,8.333,0,-0.0136275161057711,4.38126861201503
9,unsync,high,8.333,0,-0.000320076534990221,4.38126861201503
10,unsync,high,8.333,0,-0.00124236871488392,4.38126861201503
11,unsync,high,8.333,0,0.0377139151096344,4.38126861201503
12,unsync,high,8.333,0,0.0097838593646884,4.38126861201503
13,unsync,high,8.333,0,0.00404678843915462,4.38126861201503
14,unsync,high,8.333,0,-0.00217461539432406,4.38126861201503
1,unsync,high,8.75,0,0.0157265514135361,14.3321802816566
2,unsync,high,8.75,0,0.0125607596710324,14.3321802816566
3,unsync,high,8.75,0,0.00737865082919598,14.3321802816566
4,unsync,high,8.75,0,0.00455180602148175,14.3321802816566
5,unsync,high,8.75,0,0.0247447993606329,14.3321802816566
6,unsync,high,8.75,0,0.235855758190155,14.3321802816566
7,unsync,high,8.75,0,0.0232437252998352,14.3321802816566
8,unsync,high,8.75,0,0.0182547532021999,14.3321802816566
9,unsync,high,8.75,0,0.0229933205991983,14.3321802816566
10,unsync,high,8.75,0,0.0168353896588087,14.3321802816566
